uid,facname,address,boro,zipcode,latitude,longitude,factype,optype
107556,Cunningham Park,Francis Lewis Blvd,Queens,11364,40.739228,-73.765092,Park,Public
139711,Grand Canal Court Park,Thompson Street,Manhattan,10013,40.722303,-74.00504,Park,Public
40060,Epiphany Park,437 Berry Street,Brooklyn,11249,40.708648,-73.965507,Park,Public
106091,Park,43 Avenue,Queens,11363,40.767798,-73.743392,Park,Public
134741,Duane Street Park,35 Hudson Street,Manhattan,10013,40.717173,-74.009368,Park,Public
169727,Alley Pond Park Addition,235 Street,Queens,11363,40.767009,-73.748135,Park,Public
82864,Robert Moses Playground,724 1 Avenue,Manhattan,10017,40.748081,-73.968695,Park,Public
152434,Center Plots/University Mall,University Avenue,Bronx,10453,40.847991,-73.918866,Park,Public
159899,William C Bergen Park,Grand Concourse,Bronx,10457,40.854741,-73.901326,Park,Public
165443,Shore Road Park,Wakeman Place,Brooklyn,11220,40.640426,-74.027687,Park,Public
118141,Smith Houses,60 Madison Street,Manhattan,10038,40.711654,-73.99732,Park,Public
167573,Pugsley's Creek,2009 Cornell Avenue,Bronx,10473,40.808874,-73.85012,Park,Public
156447,Manton Playground,80-20 134 Street,Queens,11435,40.715208,-73.82455,Park,Public
51416,Maurice Muller Park,East Fordham Road,Bronx,10468,40.862503,-73.898129,Park,Public
53091,St Vartan Park,35 2 Avenue,Manhattan,10016,40.7456,-73.97481,Park,Public
167683,Greeley Square Park,894 Avenue Of The Amer,Manhattan,10001,40.748611,-73.988321,Park,Public
163368,Vinmont Memorial Playground Ad,Riverdale Avenue,Bronx,10471,40.902543,-73.905469,Park,Public
95828,Calvert Vaux Park Addition,Hunter Avenue,Brooklyn,11214,40.586181,-73.996511,Park,Public
167829,Twu Park,101 Street,Queens,11368,40.741371,-73.86012,Park,Public
165782,Park,Stephens Avenue,Bronx,10473,40.810933,-73.85315,Park,Public
123231,Sailors Snug Harbor,Richmond Terrace,Staten Island,10310,40.645403,-74.101822,Park,Public
115239,Conference House Park R-6,Page Avenue,Staten Island,10309,40.50379,-74.227554,Park,Public
100335,Blissenbach Marina,Richmond Terrace,Staten Island,10310,40.641016,-74.121117,Park,Public
158459,"Rockaway Ind, Park Q219",Beach 84 Street,Queens,11692,40.591528,-73.808823,Park,Public
42469,Rodney Park North,315 Rodney Street,Brooklyn,11211,40.709073,-73.956324,Park,Public
137546,Bronx Park Addition,11 East 180 Street,Bronx,10462,40.84754,-73.869417,Park,Public
160888,Cavala Park,68 Varick Street,Manhattan,10013,40.722026,-74.006111,Park,Public
54990,Carlton Park,467 Carlton Boulevard,Staten Is,10312,40.551915,-74.184475,Park,Public
123482,"Piers 35 & 36, Ems St.4/Div.1",271 Marginal Street,Manhattan,10002,40.70958,-73.986344,Park,Public
76472,Frances Hamburger Sternberg Pk,286 Lorimer Street,Brooklyn,11206,40.705851,-73.947174,Park,Public
122285,Staten Island Historic House,74 Center Street,Staten Is,10306,40.570239,-74.146857,Park,Public
126852,John Allen Payne Park,6400 3 Avenue,Brooklyn,11220,40.639775,-74.023574,Park,Public
56040,Cooper Park,3 Avenue,Manhattan,10003,40.728786,-73.990763,Park,Public
75576,Inwood Park (Sitting Area),Inwood Avenue,Bronx,10452,40.844789,-73.915339,Park,Public
101534,Kissam Ave. Wetlands,Kissam Avenue,Staten Island,10306,40.556816,-74.11336,Park,Public
148903,Leif Ericson Park & Square,7 Avenue,Brooklyn,11220,40.632306,-74.014368,Park,Public
163576,Holy Cow Playground/P.S. 179,198 Street,Queens,11366,40.733523,-73.771892,Park,Public
117709,Brougham Cottage,4746 Amboy Road,Staten Is,10312,40.539673,-74.170005,Park,Public
99998,Playground,Harvard Avenue,Staten Island,10301,40.639278,-74.088771,Park,Public
117747,Blue Heron Park Preserve,Community Lane,Staten Island,10312,40.533158,-74.178819,Park,Public
154871,Maurice Park,60 Street,Queens,11378,40.728201,-73.905312,Park,Public
72501,Boston Road Garden,2700 Boston Road,Bronx,10467,40.86572,-73.861789,Park,Public
155140,Cyclone Site,817 Boardwalk West,Brooklyn,11235,40.573574,-73.977829,Park,Public
154103,Fulton Park,Lewis Avenue,Brooklyn,11213,40.679705,-73.934599,Park,Public
169564,Park Strip,Slosson Avenue,Staten Island,10301,40.611859,-74.114905,Park,Public
160157,Ennis Park,124 11 Street,Brooklyn,11215,40.670806,-73.99381,Park,Public
178146,Grand Avenue Playground,2132 Grand Avenue,Bronx,10453,40.855967,-73.907278,Park,Public
157802,Mcnair Park,152 East  123 Street,Manhattan,10035,40.802702,-73.938079,Park,Public
164850,John Mullaly Park,1015 River Avenue,Bronx,10452,40.831654,-73.924888,Park,Public
124952,Fd Roosevelt Boarkwalk & Beach,Fr Capodanno Blvd,Staten Island,10305,40.572253,-74.085068,Park,Public
19956,St. Albans Memorial Park,Marne Place,Queens,11433,40.694136,-73.777883,Park,Public
46740,Delury Square Park,60 Gold Street,Manhattan,10038,40.70909,-74.005075,Park,Public
129604,Pugsley Creek Park,1979 Cornell Avenue,Bronx,10473,40.807412,-73.849426,Park,Public
181315,Park,118 Street,Queens,11420,40.666344,-73.823488,Park,Public
136333,Dorrence Brook Square,Edgecombe Avenue,Manhattan,10030,40.818261,-73.947267,Park,Public
146852,Battery Park City,Marginal Street,Manhattan,10013,40.718648,-74.013129,Park,Public
134273,Freshkills Park,Arthur Kill Road,Staten Island,10312,40.564659,-74.170089,Park,Public
136846,Mitchel Square Park,3962 Broadway,Manhattan,10032,40.840163,-73.940007,Park,Public
55317,Vietnam Veterans Plaza,24 South Street,Manhattan,10004,40.702609,-74.0099,Park,Public
83774,PS 370 Playground (Jop),Brighton Beach Ave,Brooklyn,11224,40.576987,-73.970284,Park,Public
42415,St James Square Park,51 St James Place,Manhattan,10038,40.712696,-73.998536,Park,Public
151521,Ozone Playground,101-05 101 Street,Queens,11417,40.681771,-73.839286,Park,Public
55220,Park/Plot,Riverside Drive,Manhattan,10033,40.848338,-73.942804,Park,Public
32956,Queensboro Bridge/Man 81&63sec,1130 2 Avenue,Manhattan,10022,40.760416,-73.962935,Park,Public
116808,Ramon Aponte Park,345 West   47 Street,Manhattan,10036,40.761445,-73.989351,Park,Public
155545,White Pot Junction R.O.W,Myrtle Avenue,Queens,11385,40.703683,-73.853498,Regional Park,Public
115056,Queens Communication Office,83-98 Forest Parkway,Queens,11385,40.701782,-73.866871,Regional Park,Public
115055,Forest Park,107-02 Myrtle Avenue,Queens,11385,40.701106,-73.84298,Regional Park,Public
137288,Ferry Point Park,351 Balcom Avenue,Bronx,10465,40.818281,-73.827334,Regional Park,Public
122066,Flushing Meadow Corona Park,Grand Central Pkwy,Queens,11367,40.722931,-73.827109,Regional Park,Public
62960,Flushing Meadows/Corona Park,32-20 Harper Street,Queens,11368,40.76368,-73.842728,Regional Park,Public
107277,Pelham Bay Park,Bruckner Boulevard,Bronx,10465,40.856235,-73.827431,Regional Park,Public
144121,Van Cortlandt Park,East 233 Street,Bronx,10470,40.901136,-73.875027,Regional Park,Public
155686,Corona Yard Substation,Roosevelt Avenue,Queens,11368,40.754004,-73.846785,Regional Park,Public
122065,Flushing Meadows Corona Park,Grand Centrl Parkway,Queens,11367,40.717477,-73.829343,Regional Park,Public
150473,Gantry Plaza,,Queens,,40.744352,-73.959045,State Park,Public
197611,East River,,Brooklyn,11249,40.721425,-73.962058,State Park,Public
77583,Bayswater,34-30 Mott Avenue,Queens,11691,40.612818,-73.772553,State Park,Public
116208,Roberto Clemente,500 Mac Cracken Avenue,Bronx,10453,40.855364,-73.920043,State Park,Public
