uid,facname,address,boro,zipcode,latitude,longitude,factype,optype
103204,Siempre Verde Garden,141 Attorney Street,Manhattan,10002,40.719835,-73.984012,Garden,Public
103233,Kenkeleba House Garden,212 East 3 Street,Manhattan,10009,40.722193,-73.98269,Garden,Public
174147,100 Quincy Street Community Garden,100 Quincy Street,Brooklyn,11238,40.685967,-73.957236,Garden,Public
137855,W 87th Street Garden,West 87 Street,Manhattan,10024,40.787091,-73.970926,Garden,Public
161176,Causa Festival Garden,784 Blake Avenue,Brooklyn,11207,40.668411,-73.889547,Garden,Public
103559,BSCAH Urban Farm,1969 Fulton Street,Brooklyn,11233,40.678764,-73.916016,Garden,Public
112975,Summit Street Community Garden,281 Columbia Street,Brooklyn,11231,40.682467,-74.003663,Garden,Public
117392,Elizabeth Langley Memorial Garden,123 West 137 Street,Manhattan,10030,40.816126,-73.941039,Garden,Public
134256,6BC Botanical Garden,East 6 Street,Manhattan,10009,40.723842,-73.980675,Garden,Public
154084,Walt L Shemal Garden,1097 Dean Street,Brooklyn,11216,40.677429,-73.953644,Garden,Public
125643,River Garden,1086 East 180 Street,Bronx,10460,40.841952,-73.87663,Garden,Public
92454,Courtlandt Avenue Association Garden,366 East 158 Street,Bronx,10451,40.822478,-73.91612,Garden,Public
103367,Fantasy Garden,181 Legion Street,Brooklyn,11212,40.664216,-73.916892,Garden,Public
8360,West 111th St. People's Garden,1040 Amsterdam Avenue,Manhattan,10025,40.803887,-73.963555,Garden,Public
163528,Garden,9 Rochester Avenue,Brooklyn,11233,40.678783,-73.927109,Garden,Public
110974,Ebenezer Wesleyan Garden,1574 Lexington Avenue,Manhattan,10029,40.788806,-73.949231,Garden,Public
7223,Orient Grove,Orient Avenue,Brooklyn,11211,40.71481,-73.940334,Garden,Public
158612,Brownsville Green,1418 Eastern Parkway,Brooklyn,11233,40.668718,-73.921217,Garden,Public
103259,Project Roots,108 Walton Street,Brooklyn,11206,40.702734,-73.948021,Garden,Public
113085,Harris Garden,St Nicholas Avenue,Manhattan,10032,40.829715,-73.942118,Garden,Public
31406,Stars Of Hope,213 Madison Street,Brooklyn,11216,40.684918,-73.950691,Garden,Public
161334,Pleasant Park Garden,437 East 114 Street,Manhattan,10029,40.794167,-73.934497,Garden,Public
5713,Davidson Ave. Community Gardeners Group,2502 Davidson Avenue,Bronx,10468,40.86421,-73.900849,Garden,Public
170012,La Plaza Cultural,143 Avenue C,Manhattan,10009,40.725292,-73.978649,Garden,Public
162853,Jackie Robinson Community Garden,103 East 122 Street,Manhattan,10035,40.803087,-73.939773,Garden,Public
158911,El Garden,120 Jefferson Street,Brooklyn,11206,40.69952,-73.930604,Garden,Public
115222,Powell Street Livonia Garden,Powell Street,Brooklyn,11212,40.663362,-73.901846,Garden,Public
153642,Patchen Community Square Garden,Patchen Avenue,Brooklyn,11221,40.686515,-73.927074,Garden,Public
165885,Moffat Garden,9 Moffat Street,Brooklyn,11207,40.683582,-73.910651,Garden,Public
109350,Green Gems,941 Glenmore Avenue,Brooklyn,11208,40.676496,-73.875265,Garden,Public
41961,P.S. 76 Garden,203 West 120 Street,Manhattan,10027,40.806225,-73.951107,Garden,Public
115541,Oasis Garden,505 West 52 Street,Manhattan,10019,40.76631,-73.991225,Garden,Public
74514,400 Montauk Av Block Assn,New Lots Avenue,Brooklyn,11208,40.668657,-73.87678,Garden,Public
48116,TRUCE Garden,143 St Nicholas Avenue,Manhattan,10026,40.80459,-73.953068,Garden,Public
87561,Jardin De La Familia,1507 Washington Avenue,Bronx,10457,40.837979,-73.903559,Garden,Public
86934,Brooklyn Bears Carlton Ave Garden,401 Carlton Avenue,Brooklyn,11238,40.685708,-73.971064,Garden,Public
36273,Carolina Garden,East 122 Street,Manhattan,10035,40.80268,-73.939967,Garden,Public
196837,Our Little Green Acre/garden Eight,277 West 122 Street,Manhattan,10027,40.808218,-73.952041,Garden,Public
122331,La Isla Garden,96 West 163 Street,Bronx,10452,40.83191,-73.929264,Garden,Public
74851,Cooper St Block Buster Association,41 Cooper Street,Brooklyn,11207,40.684688,-73.910734,Garden,Public
136761,CS 134 Community Improvement Garden,Bristow Street,Bronx,10459,40.830998,-73.895027,Garden,Public
103591,Sumpter Community Garden,182 Sumpter Street,Brooklyn,11233,40.680044,-73.917526,Garden,Public
61566,Prophecy Garden,69 Malta Street,Brooklyn,11207,40.659156,-73.895049,Garden,Public
45711,Manley's Pl,186 Montauk Avenue,Brooklyn,11208,40.674733,-73.87843,Garden,Public
80291,Pueble Unido Garden,1659 Madison Avenue,Manhattan,10029,40.796399,-73.947113,Garden,Public
171203,Garden Of Life,1665 Weeks Avenue,Bronx,10457,40.843508,-73.907954,Garden,Public
110893,Havemeyer Garden,2311 Lacombe Avenue,Bronx,10473,40.81759,-73.844197,Garden,Public
61640,Gregory's Garden,Warwick Street,Brooklyn,11207,40.672628,-73.885927,Garden,Public
92468,Vogue Garden,747 Elton Avenue,Bronx,10451,40.820562,-73.914061,Garden,Public
73224,All People's Church of the Apostolic Faith Community Garden,147 Tompkins Avenue,Brooklyn,11206,40.694396,-73.945841,Garden,Public
81367,Fishbridge Garden,Pearl Street,Manhattan,10038,40.70907,-74.001377,Garden,Public
60231,Concerned Residents of Montauk Avenue,212 Montauk Avenue,Brooklyn,11208,40.673876,-73.878208,Garden,Public
61570,United Community Centers - E New York Farms Project,291 New Lots Avenue,Brooklyn,11207,40.661044,-73.89558,Garden,Public
134898,Garden Of Love,304 West 116 Street,Manhattan,10026,40.804408,-73.956077,Garden,Public
61687,Jerry and The Senior Gents,349 Schenck Avenue,Brooklyn,11207,40.672344,-73.888065,Garden,Public
7221,St. Nicholas - Olive St. Garden,Olive Street,Brooklyn,11211,40.7133,-73.939052,Garden,Public
193710,Harlem Rose Garden,6 East 129 Street,Manhattan,10035,40.808533,-73.939978,Garden,Public
122326,Woodycrest Community Garden,94 West 162 Street,Bronx,10452,40.831272,-73.929395,Garden,Public
78829,Vernon/Throop Ave Block Association,253 Throop Avenue,Brooklyn,11206,40.6952,-73.943091,Garden,Public
130272,Children's Garden,194 Avenue B,Manhattan,10009,40.728101,-73.979258,Garden,Public
61511,Georgia Ave Garden,328 New Lots Avenue,Brooklyn,11207,40.661007,-73.894441,Garden,Public
164753,Positive Seeds of Life Garden,558 Snediker Avenue,Brooklyn,11207,40.661248,-73.899203,Garden,Public
92253,Eastern Parkway Coalition,Eastern Parkway,Brooklyn,11225,40.670346,-73.959244,Garden,Public
60420,Lincoln Rd Block Association,316 Lincoln Road,Brooklyn,11225,40.661233,-73.952252,Garden,Public
81013,Victory Garden's Group,953 Gates Avenue,Brooklyn,11221,40.689086,-73.927643,Garden,Public
161565,Ponderosa Garden,East 105 Street,Brooklyn,11236,40.649227,-73.89699,Garden,Public
137355,138th St. Community Garden,East 138 Street,Bronx,10454,40.805637,-73.915384,Garden,Public
49846,Preston Community Garden,Park Place,Brooklyn,11233,40.67208,-73.92068,Garden,Public
91390,Angie Lee Gonzales Garden,1768 Bryant Avenue,Bronx,10460,40.836681,-73.884667,Garden,Public
82774,Rainbow Garden,379 East 159 Street,Bronx,10451,40.82332,-73.914987,Garden,Public
42017,Neighborhood Community Garden,1123 St Marks Avenue,Brooklyn,11213,40.674524,-73.932566,Garden,Public
78865,700 Decatur St Block Association,45 Thomas S Boyland St,Brooklyn,11233,40.683817,-73.914382,Garden,Public
134221,The Secret Garden,53 Avenue C,Manhattan,10009,40.722494,-73.980357,Garden,Public
82812,Kosciuszko Street Garden,387 Kosciuszko Street,Brooklyn,11221,40.692245,-73.939249,Garden,Public
61654,P.S. 4 Paradise Garden,Glenmore Avenue,Brooklyn,11207,40.674609,-73.884853,Garden,Public
42018,Sterling Community Group,535 Ralph Avenue,Brooklyn,11233,40.671226,-73.922142,Garden,Public
106851,Taylor-Soundview Block Assoc. Garden,564 Soundview Avenue,Bronx,10473,40.816997,-73.86119,Garden,Public
173095,Firemen's Memorial Garden,East 8 Street,Manhattan,10009,40.72426,-73.977968,Garden,Public
115070,Culinary Kids Garden,30-15 Seagirt Boulevard,Queens,11691,40.595586,-73.763592,Garden,Public
168354,Gethsemane Garden,148 Newport Street,Brooklyn,11212,40.659016,-73.909644,Garden,Public
136740,P.S. 186 Day Treatment Program,745 Jennings Street,Bronx,10456,40.831978,-73.898308,Garden,Public
103676,Garden,808 Herkimer Street,Brooklyn,11233,40.678194,-73.926641,Garden,Public
165287,East New York Farms Garden,Hendrix Street,Brooklyn,11207,40.665488,-73.887794,Garden,Public
82778,Little Green Garden,377 East 160 Street,Bronx,10451,40.824043,-73.914947,Garden,Public
92473,Garden,East 157 Street,Bronx,10451,40.821508,-73.915565,Garden,Public
81071,Shiloh Garden,Monroe Street,Brooklyn,11216,40.68629,-73.945212,Garden,Public
134228,Generation X,272 East 4 Street,Manhattan,10009,40.722568,-73.981413,Garden,Public
103227,Peachtree Garden,236 East 2 Street,Manhattan,10009,40.721659,-73.981978,Garden,Public
92472,Latinos Unidos Garden,427 East 157 Street,Bronx,10451,40.821559,-73.914124,Garden,Public
103007,Mobilization For Change,955 Columbus Avenue,Manhattan,10025,40.799707,-73.962181,Garden,Public
77027,Isla Verde Garden,625 Wales Avenue,Bronx,10455,40.814927,-73.906826,Garden,Public
135906,La Finca del Sur Community Garden,East 138 Street,Bronx,10451,40.812672,-73.930182,Garden,Public
161611,Centro Cultural Garden,755 Brook Avenue,Bronx,10451,40.82053,-73.912058,Garden,Public
159019,Frank White Memorial Garden,506 West 143 Street,Manhattan,10031,40.824242,-73.949856,Garden,Public
57301,Garden,Linden Boulevard,Queens,11412,40.691549,-73.76185,Garden,Public
42178,The Creative Little Garden,East 6 Street,Manhattan,10009,40.724651,-73.982588,Garden,Public
41804,Brook Park,494 East 141 Street,Bronx,10454,40.809545,-73.918739,Garden,Public
180409,Santos White Garden,2110 Mermaid Avenue,Brooklyn,11224,40.576035,-73.988235,Garden,Public
76597,Rev. Linnette C Williamson Memorial Park,52 West 129 Street,Manhattan,10027,40.809757,-73.942904,Garden,Public
122306,Taqwa Community Farm,90 West 164 Street,Bronx,10452,40.832578,-73.929023,Garden,Public
61448,United Community Center Garden,Schenck Avenue,Brooklyn,11207,40.665414,-73.886867,Garden,Public
134254,5th St Slope Garden,East 5 Street,Manhattan,10009,40.723606,-73.980861,Garden,Public
124327,P.S. 149 Artsy Bloom Community Garden,367 Wyona Street,Brooklyn,11207,40.669705,-73.892081,Garden,Public
107663,College Avenue Greenthumb,1420 College Avenue,Bronx,10456,40.838033,-73.90992,Garden,Public
41839,Warwick Street Greenery Glow Garden,601 Warwick Street,Brooklyn,11207,40.668671,-73.88438,Garden,Public
4387,Gardens Of Union,636 Union Street,Brooklyn,11215,40.676926,-73.982468,Garden,Public
162923,Crystal Wells Block Association,Fountain Avenue,Brooklyn,11208,40.678075,-73.875397,Garden,Public
171135,Garden,227 West 115 Street,Manhattan,10026,40.803355,-73.954352,Garden,Public
123788,Goodwin Gardens,54 Goodwin Place,Brooklyn,11221,40.691133,-73.923452,Garden,Public
168393,Lefferts Pl Block Association,162 Lefferts Place,Brooklyn,11238,40.680371,-73.957627,Garden,Public
47027,El Gallo Garden,1893 Lexington Avenue,Manhattan,10035,40.799709,-73.94054,Garden,Public
100294,Joe Holzka Community Garden,1171 Castleton Avenue,Staten Island,10310,40.634528,-74.121574,Garden,Public
196846,Miracle Garden,194 East 3 Street,Manhattan,10009,40.722653,-73.983528,Garden,Public
134426,De Colores Community Yard and Cultural Center,313 East 8 Street,Manhattan,10009,40.72545,-73.979741,Garden,Public
115362,Red Shed Garden,Skillman Avenue,Brooklyn,11211,40.716102,-73.94027,Garden,Public
88741,El Batey de Do̱a Provi Garden,1956 Bathgate Avenue,Bronx,10457,40.847826,-73.896338,Garden,Public
165839,Student Farm Project,518 Rockaway Avenue,Brooklyn,11212,40.667389,-73.910472,Garden,Public
168928,97th Street Block Association,97 Street,Queens,11368,40.756148,-73.871435,Garden,Public
83329,William Simmons Community Garden Club,173 Street,Queens,11433,40.701633,-73.783033,Garden,Public
115228,Garden,495 Osborn Street,Brooklyn,11212,40.659556,-73.905928,Garden,Public
61742,Big Red Garden,436 Van Siclen Avenue,Brooklyn,11207,40.668735,-73.889584,Garden,Public
177904,El Sol Brilliante Jr,537 East 12 Street,Manhattan,10009,40.728583,-73.979534,Garden,Public
119097,Berry Street Garden,301 Berry Street,Brooklyn,11249,40.713354,-73.963538,Garden,Public
82760,Jardin de la Roca,843 Elton Avenue,Bronx,10451,40.822966,-73.912889,Garden,Public
162077,St. Mark's Garden,415 East 117 Street,Manhattan,10035,40.796551,-73.934015,Garden,Public
118123,Garden Of Happiness,2158 Prospect Avenue,Bronx,10457,40.848537,-73.884985,Garden,Public
81072,First Quincy St Block Association,Quincy Street,Brooklyn,11221,40.687921,-73.944316,Garden,Public
95567,Libertad Urban Farm,Simpson Street,Bronx,10459,40.82198,-73.892572,Garden,Public
156120,Two Coves Community Garden,Astoria Boulevard,Queens,11102,40.772287,-73.932024,Garden,Public
159229,A Better Community Garden,1 Hunterfly Place,Brooklyn,11233,40.678119,-73.928169,Garden,Public
109359,Euclid Garden,Euclid Avenue,Brooklyn,11208,40.673663,-73.871857,Garden,Public
117361,Harlem Valley Garden,197 West 134 Street,Manhattan,10030,40.814613,-73.943552,Garden,Public
105047,Jerome Park,Goulden Avenue,Bronx,10468,40.878654,-73.891973,Neighborhood Park,Public
40553,Bridge Park,,Bronx,10452,40.846313,-73.927064,Neighborhood Park,Public
82899,East River Esplanade,,Manhattan,10016,40.745869,-73.969685,Neighborhood Park,Public
129420,St. Nicholas Park,48 St Nicholas Avenue,Manhattan,10031,40.817271,-73.948819,Neighborhood Park,Public
162150,MacDonald Park,,Queens,11375,40.722237,-73.846803,Neighborhood Park,Public
50200,Barrier Playground,,Queens,11375,40.73627,-73.854934,Neighborhood Park,Public
157552,Leif Ericson Park,,Brooklyn,11220,40.63334,-74.015959,Neighborhood Park,Public
134761,Canal Park,,Manhattan,10013,40.725344,-74.010581,Neighborhood Park,Public
121754,Vladeck Park,656 Water Street,Manhattan,10002,40.712414,-73.98202,Neighborhood Park,Public
86849,Dean Playground,500 Dean Street,Brooklyn,11217,40.680879,-73.973187,Neighborhood Park,Public
6269,Heritage Park,Richmond Terrace,Staten Island,10310,40.641152,-74.122598,Neighborhood Park,Public
56659,Underbridge Dog Run,64-02 Grand Central Pkwy,Queens,11375,40.733862,-73.845219,Neighborhood Park,Public
101417,Green Central Knoll,55 Evergreen Avenue,Brooklyn,11206,40.701933,-73.933035,Neighborhood Park,Public
77306,P.O. Reinaldo Salgado Playground,750 Monroe Street,Brooklyn,11221,40.687921,-73.925837,Neighborhood Park,Public
131763,John Paul Jones Park,Bobby Bello Field,Brooklyn,11209,40.632068,-74.03874,Neighborhood Park,Public
24101,Hallets Cove Playground,4 1 Street,Queens,11102,40.772088,-73.934912,Neighborhood Park,Public
130801,Maple Playground,136-50 Maple Avenue,Queens,11355,40.755955,-73.826084,Neighborhood Park,Public
155597,Sutton Place Park,East 57 Street,Manhattan,10022,40.756693,-73.960211,Neighborhood Park,Public
162873,Bryant Park,476 5 Avenue,Manhattan,10018,40.753497,-73.982964,Neighborhood Park,Public
162606,Washington Market Park,Greenwich Street,Manhattan,10007,40.717091,-74.011553,Neighborhood Park,Public
77426,Butterfly Gardens,7 Avenue,Brooklyn,11215,40.660197,-73.986457,Neighborhood Park,Public
163295,St. Andrew's Playground,1405 Atlantic Avenue,Brooklyn,11216,40.678685,-73.942234,Neighborhood Park,Public
83659,Cobble Hill Park,172 Congress Street,Brooklyn,11201,40.688212,-73.996014,Neighborhood Park,Public
94667,Reiff Playground,59-25 Fresh Pond Road,Queens,11378,40.718847,-73.901935,Neighborhood Park,Public
79910,Umma Park Bmt Row,108 Woodruff Avenue,Brooklyn,11226,40.653503,-73.962543,Neighborhood Park,Public
68927,Moore Homestead Playground,82-02 Broadway,Queens,11373,40.742333,-73.882356,Neighborhood Park,Public
162074,Mill Pond Park,Maj Wm Deegan Blvd,Bronx,10451,40.822807,-73.931726,Neighborhood Park,Public
102963,Cherry Tree Park,1785 3 Avenue,Manhattan,10029,40.787239,-73.947206,Neighborhood Park,Public
7463,Herman Dolgon Playground,3595 Nostrand Avenue,Brooklyn,11229,40.596625,-73.93972,Neighborhood Park,Public
101580,Samuel N. Bennerson 2nd Playground,200 West 64 Street,Manhattan,10023,40.773824,-73.986954,Neighborhood Park,Public
78863,Saratoga Park,842 Halsey Street,Brooklyn,11233,40.684981,-73.919,Neighborhood Park,Public
91397,Eae J Mitchell Park,995 East 174 Street,Bronx,10460,40.836461,-73.884391,Neighborhood Park,Public
129456,Hunter's Point South Park,2 Street,Queens,11101,40.742513,-73.960954,Neighborhood Park,Public
76448,J.J. Byrne Playground,298 3 Street,Brooklyn,11215,40.673059,-73.984711,Neighborhood Park,Public
7508,Msgr. McGolrick Park,110 Russell Street,Brooklyn,11222,40.72446,-73.943229,Neighborhood Park,Public
180486,Glenwood Playground,5818 Farragut Road,Brooklyn,11234,40.636741,-73.919788,Neighborhood Park,Public
113859,Blueberry Park,Blueberry Lane,Staten Island,10312,40.528573,-74.160201,Neighborhood Park,Public
91641,Taaffe Playground,390 Park Avenue,Brooklyn,11205,40.69528,-73.960712,Neighborhood Park,Public
113252,Bicentennial Veterans Memorial Park,Shore Drive,Bronx,10465,40.823507,-73.813858,Neighborhood Park,Public
107587,Robert E. Venable Park,1411 Sutter Avenue,Brooklyn,11208,40.6744,-73.865073,Neighborhood Park,Public
61619,George Walker Jr. Park,57 Vermont Street,Brooklyn,11207,40.678618,-73.895113,Neighborhood Park,Public
122468,WNYC Transmitter Park,,Manhattan,,40.729784,-73.961991,Neighborhood Park,Public
139830,De Matti Park,Tompkins Avenue,Staten Island,10305,40.614533,-74.074185,Neighborhood Park,Public
104957,Nelson Ave Family Park,1633 Nelson Avenue,Bronx,10453,40.846787,-73.919301,Neighborhood Park,Public
163769,Stuyvesant Square,,Manhattan,10003,40.733642,-73.983989,Neighborhood Park,Public
86125,Carl Schurz Park,97 East End Avenue,Manhattan,10028,40.77514,-73.9435,Neighborhood Park,Public
88743,Tremont Park,530 East Tremont Avenue,Bronx,10457,40.845272,-73.895245,Neighborhood Park,Public
82768,O'Neill Triangle,East 161 Street,Bronx,10451,40.823656,-73.911349,Neighborhood Park,Public
178768,Monsignor Kett Playground,500 West 204 Street,Manhattan,10034,40.862528,-73.920913,Neighborhood Park,Public
842,Memorial Field Of Flushing,Bayside Avenue,Queens,11354,40.771867,-73.816594,Neighborhood Park,Public
56687,Mae Grant Playground,1565 Madison Avenue,Manhattan,10029,40.79244,-73.94944,Neighborhood Park,Public
41881,Brust Park,West 242 Street,Bronx,10471,40.889896,-73.903871,Neighborhood Park,Public
76592,Fiorello La Guardia Park,535 La Guardia Place,Manhattan,10012,40.7286,-73.99827,Neighborhood Park,Public
74250,Utopia Playground,Utopia Parkway,Queens,11365,40.730726,-73.792776,Neighborhood Park,Public
136952,Jhs 145 & Playground (Jop),1000 Teller Avenue,Bronx,10456,40.827723,-73.913812,Neighborhood Park,Public
1876,Centreville Playground,149-48 Centreville Street,Queens,11417,40.670358,-73.839042,Neighborhood Park,Public
88679,Coffey Park,85 Richards Street,Brooklyn,11231,40.677659,-74.008472,Neighborhood Park,Public
77647,Bowne Park,155-01 32 Avenue,Queens,11354,40.770416,-73.806334,Neighborhood Park,Public
168525,McKinley Park,7 Avenue,Brooklyn,11220,40.626562,-74.016732,Neighborhood Park,Public
155064,John J Carty Park,9941 Ft Hamilton Parkway,Brooklyn,11209,40.611821,-74.031652,Neighborhood Park,Public
104918,Rev Lena Irons Unity Park,1216 Washington Avenue,Bronx,10456,40.831044,-73.906657,Neighborhood Park,Public
60269,Amersfort Park,1041 East 38 Street,Brooklyn,11210,40.628656,-73.939011,Neighborhood Park,Public
9524,North Shore Esplanade,Richmond Terrace,Staten Island,10301,40.646691,-74.089347,Neighborhood Park,Public
62316,Watson Gleason Playground,Gleason Avenue,Bronx,10472,40.828442,-73.868964,Neighborhood Park,Public
87038,Grover Cleveland Playground,3-96 Grandview Avenue,Queens,11385,40.710887,-73.910948,Neighborhood Park,Public
113268,Harold Ickes Playground,100 Hamilton Avenue,Brooklyn,11231,40.682536,-74.005942,Neighborhood Park,Public
163268,West Farms Rapids,Bronx Street,Bronx,10460,40.841153,-73.877794,Neighborhood Park,Public
163189,Harry Maze Playground,5601 Avenue D,Brooklyn,11203,40.643418,-73.923176,Neighborhood Park,Public
103553,Marion Hopkinson Playground,89 Thomas S Boyland St,Brooklyn,11233,40.681781,-73.91332,Neighborhood Park,Public
5652,Brower Park,195 Brooklyn Avenue,Brooklyn,11213,40.673839,-73.943392,Neighborhood Park,Public
41762,Harris Park,3034 Goulden Avenue,Bronx,10468,40.876281,-73.891882,Neighborhood Park,Public
116790,Hell's Kitchen Park,670 10 Avenue,Manhattan,10036,40.762968,-73.992583,Neighborhood Park,Public
123274,Van Dyke Playground,603 Mother Gaston Blvd,Brooklyn,11212,40.663595,-73.904949,Neighborhood Park,Public
105865,Dr. Gertrude B. Kelly Playground,317 West 16 Street,Manhattan,10011,40.741655,-74.002008,Neighborhood Park,Public
170001,Cadman Plaza Park,172 Cadman Plaza East,Brooklyn,11201,40.698381,-73.990566,Neighborhood Park,Public
181892,The Olde Towne of Flushing Burial Ground,165 Street,Queens,11358,40.75464,-73.802353,Neighborhood Park,Public
68250,Simeone Park,,Queens,11368,40.74098,-73.859924,Neighborhood Park,Public
89191,Peters Field,Liberty Avenue,Queens,11423,40.706427,-73.77466,Neighborhood Park,Public
60199,Power Playground,4902 Avenue N,Brooklyn,11234,40.61813,-73.927322,Neighborhood Park,Public
162352,Cedar Playground,Cedar Avenue,Bronx,10453,40.855122,-73.917389,Neighborhood Park,Public
163210,Railroad Park,East 162 Street,Bronx,10451,40.82513,-73.915377,Neighborhood Park,Public
103052,Cypress Hills Playground,Euclid Avenue,Brooklyn,11208,40.670742,-73.871082,Neighborhood Park,Public
21604,Col. Young Playground,680 Lenox Avenue,Manhattan,10037,40.819211,-73.93554,Neighborhood Park,Public
160338,Crowley Playground,,Queens,11373,40.729561,-73.879614,Neighborhood Park,Public
46801,Holcombe Rucker Park,2930 8 Avenue,Manhattan,10039,40.829294,-73.935974,Neighborhood Park,Public
163300,City Hall Park,52 Chambers Street,Manhattan,10007,40.712805,-74.006157,Neighborhood Park,Public
134447,Tompkins Square Park,144 Avenue A,Manhattan,10009,40.726452,-73.981713,Neighborhood Park,Public
34444,Bleecker Playground,580 Hudson Street,Manhattan,10014,40.736379,-74.005497,Neighborhood Park,Public
117561,Harlem Lane Playground,7 Avenue,Manhattan,10039,40.82598,-73.934877,Neighborhood Park,Public
60575,Tilden Playground,4802 Tilden Avenue,Brooklyn,11203,40.647622,-73.931425,Neighborhood Park,Public
83338,Northerleigh Park,90 North Avenue,Staten Island,10302,40.622833,-74.134087,Neighborhood Park,Public
77422,Detective Joseph Mayrose Park,,Brooklyn,11215,40.661484,-73.987664,Neighborhood Park,Public
123846,Sherman Creek,3725 10 Avenue,Manhattan,10040,40.858233,-73.921386,Neighborhood Park,Public
121444,Amelia Gorman Park,Broadway,Manhattan,10040,40.855705,-73.932412,Neighborhood Park,Public
68238,Corona Golf Playground,109-02 46 Avenue,Queens,11368,40.74775,-73.854034,Neighborhood Park,Public
90455,Electric Playground,65-40 164 Street,Queens,11365,40.735764,-73.805419,Neighborhood Park,Public
47719,Dream Street Park,227 East 124 Street,Manhattan,10035,40.802736,-73.935037,Neighborhood Park,Public
5893,McDonald Playground,2099 Mc Donald Avenue,Brooklyn,11223,40.601149,-73.972169,Neighborhood Park,Public
177891,Ralph Demarco Park,,Queens,,40.784596,-73.917301,Neighborhood Park,Public
161662,Washington Square Park,3 Washington Square N,Manhattan,10011,40.730891,-73.997603,Neighborhood Park,Public
162014,Von Briesen Park,Bay Street,Staten Island,10305,40.607751,-74.058623,Neighborhood Park,Public
129618,Castle Hill Park,201 Castle Hill Avenue,Bronx,10473,40.811903,-73.847503,Neighborhood Park,Public
73138,Kelly Park Playground,1301 Avenue S,Brooklyn,11229,40.603667,-73.957559,Neighborhood Park,Public
169531,Battery Park City,401 South End Avenue,Manhattan,10282,40.711882,-74.016893,Neighborhood Park,Public
75567,Vidalia Park,2070 Daly Avenue,Bronx,10460,40.843865,-73.881431,Neighborhood Park,Public
131077,Valentino Pier,,Brooklyn,,40.678326,-74.018793,Neighborhood Park,Public
112955,Mother Cabrini Park,35 President Street,Brooklyn,11231,40.684428,-74.005149,Neighborhood Park,Public
88582,Peter Detmold Park,454 East 51 Street,Manhattan,10022,40.753303,-73.96389,Neighborhood Park,Public
155562,University Woods,Cedar Avenue,Bronx,10468,40.859189,-73.914983,Neighborhood Park,Public
54857,Seward Park,57 Essex Street,Manhattan,10002,40.71479,-73.989228,Neighborhood Park,Public
21806,Pratt Playground,233 Willoughby Avenue,Brooklyn,11205,40.692637,-73.962526,Neighborhood Park,Public
100196,Hero Park,Victory Boulevard,Staten Island,10301,40.630271,-74.08807,Neighborhood Park,Public
82846,Marconi Park,155-01 109 Avenue,Queens,11433,40.693286,-73.795582,Neighborhood Park,Public
86945,South Oxford Park,187 South Oxford Street,Brooklyn,11217,40.683748,-73.972467,Neighborhood Park,Public
162842,Haffen Park,1750 Burke Avenue,Bronx,10469,40.873683,-73.839166,Neighborhood Park,Public
161837,Thomas Boyland Park,Furman Avenue,Brooklyn,11207,40.681743,-73.907547,Neighborhood Park,Public
45637,First Park,2 2 Avenue,Manhattan,10002,40.723518,-73.989639,Neighborhood Park,Public
113942,Breininger Park,239-12 Braddock Avenue,Queens,11426,40.726023,-73.728897,Neighborhood Park,Public
137547,James J Walker Park,410 Hudson Street,Manhattan,10014,40.729799,-74.006152,Neighborhood Park,Public
48118,Robert L. Clinkscales Playground and Community Garden,218 West 146 Street,Manhattan,10039,40.822692,-73.940081,Neighborhood Park,Public
114326,Laurelton Playground,,Queens,11422,40.670001,-73.736532,Neighborhood Park,Public
83205,Hoyt Playground,Hoyt Avenue,Queens,11102,40.771582,-73.917214,Neighborhood Park,Public
164547,Harmony Park,1589 Atlantic Avenue,Brooklyn,11213,40.677932,-73.934432,Neighborhood Park,Public
108083,Virginia Park,Westchester Avenue,Bronx,10472,40.833479,-73.86218,Neighborhood Park,Public
101339,Carlton Park,Drumgoole Road West,Staten Island,10309,40.533072,-74.202308,Neighborhood Park,Public
73112,Mellett Playground,1301 Avenue V,Brooklyn,11229,40.59707,-73.95739,Neighborhood Park,Public
88697,Bathgate Playground,2130 Washington Avenue,Bronx,10457,40.852805,-73.894266,Neighborhood Park,Public
161684,Frank Golden Park,15 Avenue,Queens,11356,40.784836,-73.833739,Neighborhood Park,Public
8713,Jennifer's Playground,250 Regis Drive,Staten Island,10314,40.620053,-74.16313,Neighborhood Park,Public
107539,Francis Lewis Park,301 3 Avenue,Queens,11357,40.796259,-73.825666,Neighborhood Park,Public
122074,Flushing Meadows Park,114 Street,Queens,11368,40.751273,-73.848553,Neighborhood Park,Public
70695,Yellowstone Park,68-01 Yellowstone Blvd,Queens,11375,40.726232,-73.847892,Neighborhood Park,Public
157830,South Oxford Park,193 South Oxford Street,Brooklyn,11217,40.683588,-73.972601,Neighborhood Park,Public
95513,Harvard Playground,90-73 179 Place,Queens,11432,40.70912,-73.78156,Neighborhood Park,Public
86234,Dr. Ronald E. McNair Playground,163 East 122 Street,Manhattan,10035,40.802533,-73.938088,Neighborhood Park,Public
169246,Frederick B. Judge Playground,111-01 134 Street,Queens,11420,40.683114,-73.807928,Neighborhood Park,Public
8932,Veterans Park,Park Avenue,Staten Island,10302,40.637197,-74.131769,Neighborhood Park,Public
